date,VNINDEX,VN30,HNXINDEX,UPCOM,VN30F1M
260122,1882.73,2082.35,258.43,127.17,2028.26
260123,1870.79,2077.76,252.96,127.07,2017.57
260126,1843.72,2032.28,247.3,126.56,1978.7
260127,1830.5,2019.88,252.84,127.42,1965.09
260128,1802.91,1997.13,252.47,127.71,1947.41
260129,1814.98,2018.98,252.72,128.44,1968.11
260130,1829.04,2029.81,256.13,129.06,1977.73
260202,1806.5,2004.31,260.39,129.12,1948.47
260203,1813.4,1997.69,265.18,128.7,1943.71
260204,1791.43,1988.19,265.95,129.28,1953.43
260205,1782.56,1969.27,263.04,128.59,1916.69
260206,1755.49,1943.6,256.28,125.51,1896.38
260209,1754.82,1947.75,256.01,126.42,1900.66
260210,1754.03,1951.58,253.77,126.0,1910.77
260211,1796.85,2000.9,255.86,126.46,1961.21
260212,1814.09,2016.47,256.48,125.94,1964.12
260213,1824.09,2018.64,257.06,127.34,1953.92
260223,1860.14,2039.8,261.83,128.05,1986.47
260224,1867.62,2050.85,262.72,128.04,1988.9
260225,1860.91,2049.64,263.23,128.72,1988.9
260226,1879.64,2069.82,262.33,128.85,2008.92
260227,1880.33,2061.75,262.82,129.75,1995.8
260302,1846.1,2010.75,259.0,129.41,1958.29
260303,1813.14,1959.35,260.01,129.06,1897.06
260304,1818.27,1956.53,257.85,127.23,1900.95
260305,1808.51,1942.76,257.59,127.9,1870.24
260306,1767.84,1904.19,253.64,126.85,1845.46
260309,1652.79,1780.71,235.36,119.35,1716.3
260310,1676.73,1836.96,240.07,122.25,1781.41
260311,1728.34,1889.94,247.02,124.09,1830.01
260312,1709.61,1859.8,247.85,123.85,1800.85
260313,1696.24,1853.6,245.84,124.75,1788.22
260316,1693.21,1852.99,245.74,125.04,1799.2
260317,1710.29,1873.65,246.86,125.51,1824.17
260318,1713.83,1868.84,247.78,124.86,1828.94
260319,1699.13,1854.19,245.73,123.95,1805.9
260320,1647.81,1797.99,243.46,123.74,1773.91
260323,1591.17,1741.05,237.54,121.32,1712.88
260324,1614.77,1770.16,243.81,122.73,1746.25
260325,1658.19,1814.73,249.67,123.74,1785.72
260326,1644.63,1791.25,248.21,123.59,1765.05
260327,1672.8,1821.53,252.36,124.32,1792.71
260330,1662.54,1811.92,250.59,124.81,1780.21
260331,1674.49,1829.59,250.98,126.42,1795.47
260401,1702.93,1861.84,251.46,127.62,1846.56
260402,1694.82,1852.99,250.36,127.27,1824.31
260403,1684.04,1837.43,248.68,126.53,1806.79
260406,1674.99,1836.25,245.03,125.83,1816.54
260407,1677.54,1840.96,246.7,125.64,1819.39
260408,1756.55,1931.01,253.32,127.7,1911.73
260409,1736.68,1915.01,250.98,127.5,1891.74
260410,1750.0,1928.23,251.91,127.38,1900.9
260413,1758.96,1925.66,251.66,127.7,1902.08
260414,1775.65,1946.55,252.41,127.96,1915.96
260415,1800.65,1961.6,252.72,128.85,1930.43
260416,1819.83,1979.19,256.49,128.22,1949.63
260417,1817.17,1988.11,260.0,128.37,1965.45
260420,1837.11,2009.04,257.33,129.49,1975.33
260421,1833.48,2007.08,253.27,129.23,1975.43
260422,1857.3,2025.41,255.36,128.86,2017.55
260423,1870.36,2024.74,253.23,128.31,1996.39
260424,1853.29,2011.42,251.95,127.54,1992.24
260428,1875.84,2041.4,249.44,127.68,2005.09
260429,1854.1,2022.75,250.66,127.49,2005.09
260504,1854.06,2014.62,250.04,127.71,1995.11
260505,1874.85,2032.3,247.42,127.26,2015.77
260506,1891.2,2053.41,248.46,127.65,2036.73
260507,1909.01,2079.1,247.76,128.18,2056.51
260508,1915.37,2074.06,246.49,127.33,2049.98
260511,1895.5,2040.51,248.06,127.23,2015.97
260512,1901.1,2053.97,253.28,126.6,2025.86
260513,1898.37,2043.51,254.62,126.28,2016.86
260514,1925.46,2068.62,255.07,126.35,2041.77
260515,1921.6,2050.58,257.42,126.4,2030.7
260518,1927.94,2046.37,259.25,125.9,2024.37
260519,1912.93,2027.45,259.5,126.19,2007.17
260520,1913.23,2028.94,261.33,125.2,2016.96
260521,1896.89,2027.51,264.37,126.02,2008.55
260522,1877.13,2010.93,267.51,125.65,2008.55
260525,1886.03,2021.72,271.8,126.11,2020.95
260526,1884.18,2027.9,278.15,126.21,2031.54
260527,1874.43,2022.46,282.23,126.1,2023.34
260528,1863.67,1999.82,285.56,125.63,1988.67
260529,1863.49,1997.06,294.94,125.21,2003.56
260601,1844.54,1989.71,305.18,125.77,1989.57
260602,1826.47,1972.99,314.79,125.99,1970.68
260603,1819.01,1974.6,317.48,125.62,1970.98
260604,1831.55,1982.29,304.86,125.86,1980.97
260605,1838.9,1986.28,293.79,124.9,1980.57
260608,1790.53,1936.81,298.36,124.73,1935.61
260609,1793.05,1951.92,305.74,125.13,1949.1
260610,1803.71,1960.97,301.15,125.73,1960.09
260611,1798.61,1947.28,300.09,126.41,1951.4
260612,1791.65,1944.36,302.49,126.35,1937.61
260615,1799.31,1962.48,310.91,126.7,1963.79
260616,1807.94,1960.19,319.62,126.75,1962.59
260617,1806.2,1957.17,330.2,127.07,1958.49
260618,1830.47,1967.22,336.16,128.23,1969.98
260619,1824.53,1963.57,324.83,127.52,1962.99
260622,1857.91,1980.13,321.06,127.76,1983.77
260623,1869.04,1995.12,326.38,127.43,1990.37
260624,1878.02,2010.15,318.24,127.38,2007.96
260625,1863.07,2004.62,319.44,128.7,2005.36
260626,1871.91,2008.57,317.83,128.92,2010.96
260629,1854.97,2004.29,317.99,129.32,2008.96
260630,1860.01,1995.71,313.16,129.94,1996.57
260701,1867.21,2013.35,313.16,129.57,2012.96
260702,1866.35,2009.04,306.73,128.66,2008.76
260703,1862.08,2002.56,307.57,128.01,2007.96
260706,1843.5,1991.11,296.51,127.77,1993.97
260707,1848.25,1995.91,293.74,127.39,1997.97
260708,1853.7,1998.44,300.39,128.01,1998.47
260709,1840.7,1987.11,306.67,128.61,1993.27
260710,1828.34,1970.82,303.76,128.33,1975.48
260713,1800.54,1939.84,291.9,126.49,1940.5
260714,1806.63,1946.06,297.34,126.03,1942.5
260715,1782.12,1916.05,291.07,126.48,1918.11
260716,1804.24,1941.65,288.32,126.62,1935.3
260717,1787.45,1931.65,291.7,127.38,1930
260720,1743.51,1887.32,284.41,126.34,1893
